,Unnamed: 0,name,isin,type,dtcreated,language,headline,label,id
318,416,SAP SE,DE0007164600,0,2010-02-01,1,sap ag: sap expects stock options to be exercised on february 1,1.0,DE00071646002010-02-01
319,418,INTERSHOP COMMUNICATIONS AG,DE000A0EPUH1,0,2010-02-01,1,intershop: chairman of the supervisory board steps down,1.0,DE000A0EPUH12010-02-01
322,424,IKB Deutsche Industriebank AG,DE0008063306,0,2010-02-01,1,change in ifrs fair-value result as of 30 june 2009 and as of 30 september 2009,0.0,DE00080633062010-02-01
324,428,Fritz Nols AG,DE0005070908,0,2010-02-01,1,fritz nols global equity services ag i. ins.: suspension of insolvency,1.0,DE00050709082010-02-01
326,432,Bertelsmann SE & Co. KGaA,DE0005229942,0,2010-02-02,1,bertelsmann ag: bertelsmann ag solicits holders of the profit participation certificates issued 2001 to submit offers to sell,1.0,DE00052299422010-02-02
327,434,Fortum,FI0009007132,0,2010-02-02,1,the nominees for fortum's board of directors for the year 2010,0.0,FI00090071322010-02-02
328,435,UPM-Kymmene Oyj,FI0009005987,0,2010-02-02,1,tight cost control was driving upm's profits; demand slowly recovering in most businesses,0.0,FI00090059872010-02-02
331,440,Salcomp Oyj,FI0009013924,0,2010-02-02,1,"invitation to a briefing: salcomp will publish the financial statements release 2009 on thursday, 11 february 2010",1.0,FI00090139242010-02-02
332,441,Topotarget,DK0060003556,0,2010-02-02,1,topotarget signs deal with potentional value of usd 350 mio. with spectrum for dev. and commercialisation of belinostat in north america and india,1.0,DK00600035562010-02-02
334,443,Volkswagen AG,DE0007664039,0,2010-02-02,1,volkswagen ag: volkswagen board of management firms up 'strategy 2018' ,0.0,DE00076640392010-02-02
336,446,Tamfelt Oyj Abp,FI0009000939,0,2010-02-02,1,tamfelt corp. applies for termination of public trading,0.0,FI00090009392010-02-02
338,449,Altana AG,DE0007600801,0,2010-02-02,1,altana ag: skion exceeds threshold of 95 percent of the altana shares and makes squeeze out request,1.0,DE00076008012010-02-02
339,451,AIXTRON SE,DE000A0WMPJ6,0,2010-02-03,1,preliminary results: aixtron ag exceeds 2009 guidance with record revenues,1.0,DE000A0WMPJ62010-02-03
342,458,Fortum,FI0009007132,0,2010-02-03,1,fortum corporation's board of directors' proposal to amend the articles of association,0.0,FI00090071322010-02-03
344,461,Grindeks,LV0000100659,0,2010-02-03,1,clinical trial on mildronate® is successfully finished,1.0,LV00001006592010-02-03
345,462,Larox Oyj,FI0009900328,0,2010-02-03,1,redemption right and claim under chapter 18 of the finnish companies act regarding shares in larox corporation,0.0,FI00099003282010-02-03
346,463,Hypothekenbank Frankfurt AG,DE0008076001,0,2010-02-03,1,eurohypo ag: notification for holders of profit participation certificates,1.0,DE00080760012010-02-03
347,465,Tulikivi Oyj,FI0009900583,0,2010-02-03,1,invitation to tulikivi corporation´s financial review 2009 press conference,1.0,FI00099005832010-02-03
348,466,UPM-Kymmene Oyj,FI0009005987,0,2010-02-03,1,upm's annual summary of releases from 2009 published,0.0,FI00090059872010-02-03
349,467,Logwin AG,LU1618151879,0,2010-02-03,1,logwin ag sells road + rail business activities in eastern europe and its general cargo network in austria,1.0,LU16181518792010-02-03
350,469,HUGO BOSS AG,DE000A1PHFF7,0,2010-02-03,1,hugo boss ag: preliminary year-end figures for 2009 ,0.0,DE000A1PHFF72010-02-03
351,471,Mensch und Maschine Software SE,DE0006580806,0,2010-02-03,1,mensch und maschine software se: change to m:access decided,1.0,DE00065808062010-02-03
352,473,Nordic Aluminium,FI0009006415,0,2010-02-03,1,nordic aluminium's annual summary 2009 published,1.0,FI00090064152010-02-03
353,474,Baader Bank AG,DE0005088108,0,2010-02-03,1,baader bank ag: change from regulated market to m:access market segment within the regulated unofficial market of the munich stock exchange,0.0,DE00050881082010-02-03
354,476,IDS Scheer AG,DE0006257009,0,2010-02-03,1,ids scheer ag: planned merger with software ag ,1.0,DE00062570092010-02-03
355,478,SMA Solar Technology AG,DE000A0DJ6J9,0,2010-02-03,1,sma solar technology ag: preliminary investigation opened against sma's chief financial officer,1.0,DE000A0DJ6J92010-02-03
356,480,International Minerals Corp.,CA4598751002,0,2010-02-04,1,international minerals reports increased resource estimate at inmaculada project ,1.0,CA45987510022010-02-04
357,482,Amadeus FiRe AG,DE0005093108,0,2010-02-04,1,amadeus fire ag: preliminary figures for 2009,1.0,DE00050931082010-02-04
358,484,Deutsche Bank AG,DE0005140008,0,2010-02-04,1,deutsche bank reports net income of eur 5.0 billion for the year 2009,0.0,DE00051400082010-02-04
361,488,DIALOG SEMICONDUCTOR Plc.,GB0059822006,0,2010-02-04,1,dialog semiconductor plc.: dialog semiconductor acquires power management technology from diodes zetex,0.0,GB00598220062010-02-04
362,489,Konecranes Oyj,FI0009005870,0,2010-02-04,1,konecranes nomination and compensation committee's proposal for composition and compensation of the board of directors,0.0,FI00090058702010-02-04
368,495,Tecnotree Oyj,FI0009010227,0,2010-02-04,1,exchange offer for option rights 2006b and distribution of stock options 2009,0.0,FI00090102272010-02-04
369,496,Danske Bank A/S,DK0010274414,0,2010-02-04,1,danske bank's board of directors proposes two new directors,1.0,DK00102744142010-02-04
370,497,msg life ag,DE0005130108,0,2010-02-04,1,"cor&fja ag: cor&fja ag announces its target figures for the 2010 fiscal year: sales eur 123 million, ebta eur 7.5 million ",0.0,DE00051301082010-02-04
371,499,Meyer Burger Technology AG,DE000A0JCZ51,0,2010-02-04,1,roth & rau ag signs joint venture agreement with chinese company ,0.0,DE000A0JCZ512010-02-04
372,501,Martela Oyj,FI0009900385,0,2010-02-04,1,release of martela corporations financial statements for 2009,0.0,FI00099003852010-02-04
373,502,Stockmann Oyj Abp,FI0009000251,0,2010-02-04,1,publishing of stockmann's financial statements information 2009,0.0,FI00090002512010-02-04
374,503,Valor Computerized Systems Ltd.,IL0010845324,0,2010-02-04,1,valor computerized systems ltd.: resolution of valor shareholders meeting,0.0,IL00108453242010-02-04
375,505,Lemminkäinen,FI0009900336,0,2010-02-04,1,publication of lemminkäinen corporation's 2009 financial statements,1.0,FI00099003362010-02-04
376,506,Raute Oyj,FI0009004741,0,2010-02-04,1,appointments committee's proposal regarding composition of raute corporation's board of directors,1.0,FI00090047412010-02-04
378,508,Genmab A/S,DK0010272202,0,2010-02-04,1,arzerra 2009 net sales figures,1.0,DK00102722022010-02-04
380,510,Rofin-Sinar Technologies Inc.,US7750431022,0,2010-02-04,1,rofin-sinar technologies inc.: rsti reports results for the first quarter fiscal year 2010,1.0,US77504310222010-02-04
383,517,Tamfelt Oyj Abp,FI0009000939,0,2010-02-04,1,tamfelt corp.'s annual summary 2009,1.0,FI00090009392010-02-04
387,522,Meyer Burger Technology AG,DE000A0JCZ51,0,2010-02-05,1,roth & rau ag takes over solar activities of the otb group b.v.,0.0,DE000A0JCZ512010-02-05
388,524,Wolford AG,AT0000834007,0,2010-02-05,1,wolford ag: ad hoc announcement: sales in the third quarter of the 2009/10 fiscal year ,1.0,AT00008340072010-02-05
389,526,SRV Yhtiöt Oyj,FI0009015309,0,2010-02-05,1,publishing of srv's financial statements information 2009,1.0,FI00090153092010-02-05
390,527,SSH Communications Security Oyj,FI0009008270,0,2010-02-05,1,ssh communications security corp (ssh) adopts tectia brand,0.0,FI00090082702010-02-05
391,528,Ruukki Group Oyj,FI0009800098,0,2010-02-05,1,ruukki group to expand its chrome ore reserves in turkey,0.0,FI00098000982010-02-05
392,529,Nokian Renkaat,FI0009005318,0,2010-02-05,1,nokian tyres applies for listing of stock options 2007b on the helsinki stock exchange,0.0,FI00090053182010-02-05
393,530,Rigas kugu buvetava,LV0000100378,0,2010-02-05,1,company announcement,0.0,LV00001003782010-02-05
394,531,Seamless Distribution AB,SE0000857369,0,2010-02-05,1,10 million prepaid top up's performed by swedbank,0.0,SE00008573692010-02-05
395,532,Digia Oyj,FI0009007983,0,2010-02-05,1,changes in digia's board of directors,0.0,FI00090079832010-02-05
396,533,Tosmares kugubuvetava,LV0000101095,0,2010-02-05,1,as 'tosmares kuģubūvētava' commentary on the publications in mass media,1.0,LV00001010952010-02-05
397,535,Valor Computerized Systems Ltd.,IL0010845324,0,2010-02-05,1,"valor computerized systems ltd.: notice regarding the filing of a petition to the israeli courts and the holding of a hearing on the petition on february 16, 2010",1.0,IL00108453242010-02-05
399,538,RTX,DK0010267129,0,2010-02-05,1,report on transactions by managerial employees and closely related parties with shares and affiliated securities of rtx telecom,1.0,DK00102671292010-02-05
401,540,Danske Bank A/S,DK0010274414,0,2010-02-05,1,"danske bank a/s, insiders' dealing",0.0,DK00102744142010-02-05
402,542,Daimler AG,DE0007100000,0,2010-02-05,1,daimler ag: daimler ag intends to appoint dr. wolfgang bernhard as a member of the board of management,0.0,DE00071000002010-02-05
403,544,SAP SE,DE0007164600,0,2010-02-07,1,sap ag: sap returns to co-ceo structure with bill mcdermott and jim hagemann snabe,0.0,DE00071646002010-02-07
404,546,Nokia,FI0009000681,0,2010-02-08,1,nokia's comment on class action complaint,1.0,FI00090006812010-02-08
406,549,BankNordik P/F,FO0000000088,0,2010-02-08,1,føroya banki acquires parts of sparbank's branch network,1.0,FO00000000882010-02-08
407,550,Alliance Oil Company Ltd,SE0000739286,0,2010-02-08,1,alliance oil company adds 54.7 million barrels of proved and probable oil reserves,0.0,SE00007392862010-02-08
408,551,Dyckerhoff GmbH,DE0005591036,0,2010-02-08,1,dyckerhoff ag: dyckerhoff ag announces preliminary group sales for fy 2009,1.0,DE00055910362010-02-08
411,555,Doro AB,SE0000215493,0,2010-02-08,1,live from barcelona february 18: doro's presents its fourth quarter and year-end results for 2009,0.0,SE00002154932010-02-08
414,558,Borussia Dortmund GmbH & Co. KGaA,DE0005493092,0,2010-02-08,1,borussia dortmund gmbh & co. kgaa: employment contract of cfo thomas treß prematurely renewed,0.0,DE00054930922010-02-08
417,562,OpenLimit Holding AG,CH0022237009,0,2010-02-08,1,openlimit holding ag: openlimit receives large contract from fujitsu technology solutions for the project dibas of the german federal employment agency,1.0,CH00222370092010-02-08
419,567,ALK-Abelló,DK0060027142,0,2010-02-08,1,disease-modifying effect of grazax® verified,0.0,DK00600271422010-02-08
420,568,Fabasoft AG,AT0000785407,0,2010-02-08,1,fabasoft ag announces preliminary figures for the first nine months of the fiscal year 2009/2010,0.0,AT00007854072010-02-08
422,572,Latvijas balzams,LV0000100808,0,2010-02-09,1,announcement,0.0,LV00001008082010-02-09
423,573,GRENKE AG,DE000A161N30,0,2010-02-09,1,grenkeleasing ag: final results 2009,0.0,DE000A161N302010-02-09
424,575,Finnair Oyj,FI0009003230,0,2010-02-09,1,finnair's scheduled traffic picks up slightly,0.0,FI00090032302010-02-09
425,578,Sievi Capital Oyj,FI0009008924,0,2010-02-09,1,scanfil plc's annual summary 2009,0.0,FI00090089242010-02-09
426,579,Stockmann Oyj Abp,FI0009000251,0,2010-02-09,1,stockmann group's revenue in january 2010,1.0,FI00090002512010-02-09
427,580,Marel hf.,IS0000000388,0,2010-02-09,1,date of transaction: february 9th 2010,1.0,IS00000003882010-02-09
430,584,GeoSentric Oyj,FI0009004204,0,2010-02-09,1,telmap partners with gypsii for location-enabled social media solution,1.0,FI00090042042010-02-09
431,585,Wulff-Yhtiöt Oyj,FI0009008452,0,2010-02-09,1,new cfo for wulff-group plc,1.0,FI00090084522010-02-09
432,586,Gerresheimer AG,DE000A0LD6E6,0,2010-02-09,1,"gerresheimer ag: uwe röhrhoff new ceo as of june 22, 2010",0.0,DE000A0LD6E62010-02-09
433,588,IKB Deutsche Industriebank AG,DE0008063306,0,2010-02-09,1,ikb returns soffin guarantee of eur 2 billion,1.0,DE00080633062010-02-09
439,596,Icelandair Group hf.,IS0000013464,0,2010-02-09,1,traffic data - january,0.0,IS00000134642010-02-09
441,598,Stora Enso Oyj,FI0009005961,0,2010-02-10,1,stora enso signs eur 65 million loan agreement,0.0,FI00090059612010-02-10
442,599,Olainfarm,LV0000100501,0,2010-02-10,1,preliminary figures show olainfarm's sales to russia increased by 32.3% in 2009,1.0,LV00001005012010-02-10
443,600,Vestas Wind Systems A/S,DK0010268606,0,2010-02-10,1,vestas receives 99 mw order for the usa,0.0,DK00102686062010-02-10
447,604,Opus Group AB,SE0001696683,0,2010-02-10,1,opus bima establishes sales activities on the danish market,1.0,SE00016966832010-02-10
450,608,Bilfinger SE,DE0005909006,0,2010-02-10,1,bilfinger berger: preliminary result in 2009 better than expected. ebit and net profit exceed outlook and market expectations,1.0,DE00059090062010-02-10
451,610,OHB SE,DE0005936124,0,2010-02-10,1,ohb technology ag: increase in total revenues 2009 of around eur 60 million (+ 23%) ,1.0,DE00059361242010-02-10
452,612,Digia Oyj,FI0009007983,0,2010-02-10,1,digia's annual summary of releases from 2009 published,1.0,FI00090079832010-02-10
455,615,Wulff-Yhtiöt Oyj,FI0009008452,0,2010-02-10,1,wulff-group plc's annual summary 2009 is released,1.0,FI00090084522010-02-10
456,616,ProSiebenSat.1 Media SE,DE000PSM7770,0,2010-02-10,1,prosiebensat.1 group exceeds earnings expectations for fiscal 2009,1.0,DE000PSM77702010-02-10
457,618,Københavns Lufthavne A/S,DK0010201102,0,2010-02-10,1,traffic statistics january 2010,0.0,DK00102011022010-02-10
459,621,Newcap Holding,DK0010212570,0,2010-02-10,1,capinordic bank a/s,0.0,DK00102125702010-02-10
461,624,HSBC Trinkaus & Burkhardt AG,DE0008115106,0,2010-02-10,1,hsbc trinkaus & burkhardt ag: 2009 dividend,0.0,DE00081151062010-02-10
462,626,GeoSentric Oyj,FI0009004204,0,2010-02-10,1,intrinsyc's destinator delivers social media with gypsii api,1.0,FI00090042042010-02-10
463,627,Tiimari Oyj Abp,FI0009003859,0,2010-02-10,1,tiimari group net sales in january 2010 (preliminary),1.0,FI00090038592010-02-10
465,629,Icelandair Group hf.,IS0000013464,0,2010-02-10,1,correction: traffic data - january,1.0,IS00000134642010-02-10
467,631,Seamless Distribution AB,SE0000857369,0,2010-02-10,1,experience mobile money live demo with seamless end-to-end solution mollet™ at mobile world congress in barcelona,0.0,SE00008573692010-02-10
469,633,1&1 Drillisch Aktiengesellschaft,DE0005545503,0,2010-02-10,1,drillisch ag: prelim. net profit of 101.3m euro (2008: -184.1m euro); ebitda 50.7m euro (2008: 40.6m euro); eps eur1.98 (2008: - 3.58 euro),1.0,DE00055455032010-02-10
471,636,A.P. MÃ¸ller - MÃ¦rsk A/S,DK0010244508,0,2010-02-10,1,maersk oil finalises acquisition of the jack field in the us gulf of mexico,1.0,DK00102445082010-02-10
472,637,Silvano Fashion Group,EE3100001751,0,2010-02-10,1,sfg: notice on convening extraordinary general meeting of shareholders,1.0,EE31000017512010-02-10
474,640,DIALOG SEMICONDUCTOR Plc.,GB0059822006,0,2010-02-11,1,dialog semiconductor plc.: dialog semiconductor reports fourth quarter and year ended 31 december 2009 results,1.0,GB00598220062010-02-11
476,643,Nokian Renkaat,FI0009005318,0,2010-02-11,1,proposals by the board of directors of nokian tyres plc to the annual general meeting,1.0,FI00090053182010-02-11
479,646,SÜSS MicroTec SE,DE000A1K0235,0,2010-02-11,1,süss microtec ag publishes preliminary figures for the 2009 fiscal year,1.0,DE000A1K02352010-02-11
480,648,Exel Composites Oyj,FI0009007306,0,2010-02-11,1,invitation to exel composites' press conference,0.0,FI00090073062010-02-11
481,649,Leifheit Aktiengesellschaft,DE0006464506,0,2010-02-11,1,leifheit ag 2009: leifheit further strengthens earning power,1.0,DE00064645062010-02-11
482,651,GN Store Nord A/S,DK0010272632,0,2010-02-11,1,"gn store nord's ebita for 2009 from ongoing operations will be better than guided, however, legacy-related issues in gn netcom will negatively impact ebita by dkk 85 million",0.0,DK00102726322010-02-11
484,653,"United Plantations Berhad, Malaysia",DK0010023258,0,2010-02-11,1,monthly production january 2010,0.0,DK00100232582010-02-11
487,656,LHS Aktiengesellschaft,DE000LHS4000,0,2010-02-11,1,lhs aktiengesellschaft: squeeze-out effective,0.0,DE000LHS40002010-02-11
489,658,Portigon AG,DE0008364902,0,2010-02-11,1,westlwestlb ag posts net loss of eur 294.9 million for the 2009 financial yearb ag: ,1.0,DE00083649022010-02-11
490,660,Ernst Russ AG,DE000A161077,0,2010-02-11,1,hci capital ag: successfully executes agreement on restructuring concept,1.0,DE000A1610772010-02-11
493,664,Newcap Holding,DK0010212570,0,2010-02-11,1,capinordic bank a/s,0.0,DK00102125702010-02-11
495,666,RTX,DK0010267129,0,2010-02-11,1,report on transactions by managerial employees and closely related parties with shares and affiliated securities of rtx telecom,1.0,DK00102671292010-02-11
497,668,Alliance Oil Company Ltd,SE0000739286,0,2010-02-11,1,alliance oil company announces proposed bond offering and receives credit ratings,1.0,SE00007392862010-02-11
498,669,Tulikivi Oyj,FI0009900583,0,2010-02-11,1,corporate governance statement,1.0,FI00099005832010-02-11
